pdb_id,method,resolution_a,comp_id,comp_name,formula,formula_weight,comp_type,smiles,heavy_atoms,auth_asym_ids,classification,tier,case_id,lig_chain,lig_resseq,n_ligand_atoms_modelled,n_altloc_atoms_skipped,min_dist_to_protein_a,link_record,is_covalent,receptor_atoms_kept,solvent_atoms_removed,ligand_atoms_removed,other_het_retained,receptor_pdbqt,ref_pdb,box_json,host_chain,ref_6vaj_pdb,ca_fit_rmsd_a,n_fit_residues,cross_dock_ready,ref_frac_atoms_in_prod_box,ref_centroid_dist_to_prod_centre_a,ref_in_prod_box,status,drop_reason,self_pose_dir,cross_pose_dir,self_rmsd_a,cross_rmsd_a,self_affinity,cross_affinity,n_rot_bonds,tight_top1_rmsd_a,tight_bestofn_rmsd_a,box_edge_a,self_bestofn_rmsd_a,self_n_modes,cross_bestofn_rmsd_a,cross_n_modes
3ODK,X-RAY DIFFRACTION,2.3,ODK,3-pyridin-2-yl-1H-pyrazole-5-carboxylic acid,C9 H7 N3 O2,189.171,non-polymer,c1ccnc(c1)c2cc([nH]n2)C(=O)O,14,A,ligand,drug_like,3ODK_ODK_A165,A,165,14,0,3.038,False,False,1179.0,67.0,14.0,23.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/3ODK/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/3ODK_ODK_A165_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/3ODK_ODK_A165.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/3ODK_ODK_A165_ref6vaj.pdb,0.438,111.0,True,1.0,1.83,True,case,,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/self/3ODK_ODK_A165/poses,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/cross/poses,2.453870339455029,5.543355198536611,-5.8,-5.7,2,2.4950194531162624,0.8141331498681807,14.8,0.7971231756402873,9,5.508292469411136,9
3OOB,X-RAY DIFFRACTION,1.89,KDH,"(2R,3R)-5,7-dihydroxy-2-(3,4,5-trihydroxyphenyl)-3,4-dihydro-2H-chromen-3-yl 3,4,5-trihydroxybenzoate",C22 H18 O11,458.372,non-polymer,c1c(cc(c(c1O)O)O)[C@@H]2[C@@H](Cc3c(cc(cc3O2)O)O)OC(=O)c4cc(c(c(c4)O)O)O,33,A,ligand,drug_like,3OOB_KDH_A402,A,402,33,0,2.646,False,False,1205.0,117.0,66.0,40.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/3OOB/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/3OOB_KDH_A402_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/3OOB_KDH_A402.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/3OOB_KDH_A402_ref6vaj.pdb,0.386,111.0,True,0.0,32.36,False,case,,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/self/3OOB_KDH_A402/poses,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/cross/poses,11.290408499735918,35.006636788939424,-6.1,-6.7,3,9.560573410595932,6.575316298418079,18.9,10.14900333664704,9,34.98331004878894,9
3TC5,X-RAY DIFFRACTION,1.4,3T5,"(11alpha,16alpha)-9-fluoro-11,17-dihydroxy-16-methyl-3,20-dioxopregna-1,4-dien-21-yl dihydrogen phosphate",C22 H30 F O8 P,472.441,non-polymer,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)COP(=O)(O)O)O)C)O)F)C,32,A,ligand,drug_like,3TC5_3T5_A164,A,164,32,0,2.584,False,False,1135.0,285.0,32.0,0.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/3TC5/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/3TC5_3T5_A164_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/3TC5_3T5_A164.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/3TC5_3T5_A164_ref6vaj.pdb,0.4,111.0,True,1.0,2.16,True,case,,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/self/3TC5_3T5_A164/poses,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/cross/poses,0.5074647155221729,6.022377434929664,-10.2,-6.2,4,0.5178448428342215,0.5178448428342215,19.4,0.5074647155221729,9,4.592803045254608,9
3TCZ,X-RAY DIFFRACTION,2.1,R2Z,"N~2~-({(1R,2Z)-2-[(2R)-2-(formylamino)-3-(phosphonooxy)propylidene]cyclopentyl}carbonyl)-L-argininamide",C16 H29 N6 O7 P,448.411,non-polymer,[H]/N=C(\N)/NCCC[C@@H](C(=O)N)NC(=O)[C@@H]\1CCC/C1=C/[C@H](COP(=O)(O)O)NC=O,30,A,ligand,drug_like,3TCZ_R2Z_A1,A,1,30,0,2.586,False,False,1188.0,87.0,30.0,24.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/3TCZ/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/3TCZ_R2Z_A1_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/3TCZ_R2Z_A1.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/3TCZ_R2Z_A1_ref6vaj.pdb,0.357,111.0,True,1.0,2.23,True,case,,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/self/3TCZ_R2Z_A1/poses,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/cross/poses,,,,,13,,,18.6,,0,,0
3TDB,X-RAY DIFFRACTION,2.267,3TB,"N-[(1E,2R)-1-[(2R)-2-{[(2S)-1-amino-5-carbamimidamido-1-oxopentan-2-yl]carbamoyl}cyclopentylidene]-3-(phosphonooxy)propan-2-yl]-L-phenylalaninamide",C24 H38 N7 O7 P,567.575,non-polymer,[H]/N=C(\N)/NCCC[C@@H](C(=O)N)NC(=O)[C@@H]\1CCC/C1=C\[C@H](COP(=O)(O)O)NC(=O)[C@H](Cc2ccccc2)N,39,A,ligand,drug_like,3TDB_3TB_A1,A,1,39,0,2.925,False,False,1188.0,64.0,39.0,24.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/3TDB/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/3TDB_3TB_A1_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/3TDB_3TB_A1.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/3TDB_3TB_A1_ref6vaj.pdb,0.369,111.0,True,1.0,3.08,True,case,,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/self/3TDB_3TB_A1/poses,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/cross/poses,,,,,15,,,20.1,,0,,0
4TNS,X-RAY DIFFRACTION,1.33,REA,RETINOIC ACID,C20 H28 O2,300.435,non-polymer,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C(=O)O)/C)/C,22,A,ligand,drug_like,4TNS_REA_A201,A,201,22,0,2.399,False,False,1784.0,127.0,22.0,0.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/4TNS/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/4TNS_REA_A201_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/4TNS_REA_A201.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/4TNS_REA_A201_ref6vaj.pdb,0.516,113.0,True,1.0,3.13,True,case,,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/self/4TNS_REA_A201/poses,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/cross/poses,7.325612735774766,7.537595185589247,-5.7,-5.8,5,3.4969849221085507,2.631138485004681,18.3,2.6716900252291786,9,3.630099854624588,9
4TYO,X-RAY DIFFRACTION,1.75,39X,3-(6-fluoro-1H-benzimidazol-2-yl)-N-(naphthalen-2-ylcarbonyl)-D-alanine,C21 H16 F N3 O3,377.368,non-polymer,c1ccc2cc(ccc2c1)C(=O)N[C@H](Cc3[nH]c4cc(ccc4n3)F)C(=O)O,28,"A,B",ligand,drug_like,4TYO_39X_A201,A,201,28,0,2.742,False,False,1778.0,173.0,86.0,0.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/4TYO/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/4TYO_39X_A201_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/4TYO_39X_A201.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/4TYO_39X_A201_ref6vaj.pdb,0.468,113.0,True,1.0,1.57,True,case,,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/self/4TYO_39X_A201/poses,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/cross/poses,0.6442664710461702,3.411672311973369,-7.7,-7.0,5,0.6058761070902674,0.6058761070902674,18.2,0.6442664710461702,9,2.8113394812031203,9
9INR,X-RAY DIFFRACTION,1.93,A1D9K,"~{N}-[(2~{S})-3-[1-[4-(4-cyanophenyl)phenyl]-1,2,3-triazol-4-yl]-1-[(3-oxidanylcyclobutyl)amino]-1-oxidanylidene-propan-2-yl]-1-phenyl-cyclopropane-1-carboxamid",C32 H30 N6 O3,546.619,non-polymer,c1ccc(cc1)C2(CC2)C(=O)N[C@@H](Cc3cn(nn3)c4ccc(cc4)c5ccc(cc5)C#N)C(=O)NC6CC(C6)O,41,"A,B",ligand,drug_like,9INR_A1D9K_A201,A,201,41,0,2.833,False,False,2329.0,160.0,140.0,41.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9INR/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9INR_A1D9K_A201_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9INR_A1D9K_A201.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9INR_A1D9K_A201_ref6vaj.pdb,0.363,111.0,True,1.0,2.56,True,case,,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/self/9INR_A1D9K_A201/poses,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/cross/poses,8.341097104244684,12.333370599372396,-9.4,-6.9,9,6.413962878352045,5.179543187786578,21.7,6.349581601349424,9,3.7048496562761835,9
9JYO,X-RAY DIFFRACTION,1.6,A1EDY,2-(4-aminophenyl)ethanoic acid,C8 H9 N O2,151.163,non-polymer,c1cc(ccc1CC(=O)O)N,11,A,ligand,drug_like,9JYO_A1EDY_A301,A,301,11,0,2.625,False,False,1189.0,174.0,11.0,25.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9JYO/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9JYO_A1EDY_A301_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9JYO_A1EDY_A301.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9JYO_A1EDY_A301_ref6vaj.pdb,0.4,111.0,True,1.0,1.38,True,case,,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/self/9JYO_A1EDY_A301/poses,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/cross/poses,14.157897718876972,1.641319923387604,-4.5,-4.7,2,2.0598869562981537,1.127558303269825,14.4,1.118940204755456,9,1.641319923387604,9
9JYP,X-RAY DIFFRACTION,1.6,A1EDZ,4-oxidanylidene-4-thiophen-2-yl-butanoic acid,C8 H8 O3 S,184.212,non-polymer,c1cc(sc1)C(=O)CCC(=O)O,12,A,ligand,drug_like,9JYP_A1EDZ_A301,A,301,12,0,2.589,False,False,1186.0,206.0,12.0,22.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9JYP/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9JYP_A1EDZ_A301_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9JYP_A1EDZ_A301.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9JYP_A1EDZ_A301_ref6vaj.pdb,0.384,111.0,True,1.0,2.97,True,case,,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/self/9JYP_A1EDZ_A301/poses,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/cross/poses,4.386537966703735,3.407883568531452,-4.8,-5.0,4,4.542861038670087,4.089983078612104,14.7,4.116258920427625,9,2.5311242396742726,9
9JYR,X-RAY DIFFRACTION,1.65,A1ED0,1H-indol-4-ylmethanol,C9 H9 N O,147.174,non-polymer,c1cc(c2cc[nH]c2c1)CO,11,A,ligand,fragment,9JYR_A1ED0_A301,A,301,11,0,2.842,False,False,1189.0,145.0,22.0,25.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9JYR/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9JYR_A1ED0_A301_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9JYR_A1ED0_A301.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9JYR_A1ED0_A301_ref6vaj.pdb,0.348,111.0,True,1.0,1.45,True,case,,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/self/9JYR_A1ED0_A301/poses,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/cross/poses,2.959940739578782,1.7567840452993015,-5.3,-5.1,1,2.967843615703619,1.2174273545622205,13.9,1.2172981632212463,9,1.7567840452993015,9
9JYS,X-RAY DIFFRACTION,1.75,A1ED1,"4-(aminomethyl)-N,N-dimethyl-aniline",C9 H14 N2,150.221,non-polymer,CN(C)c1ccc(cc1)CN,11,A,ligand,drug_like,9JYS_A1ED1_A301,A,301,11,0,3.137,False,False,1189.0,138.0,11.0,25.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9JYS/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9JYS_A1ED1_A301_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9JYS_A1ED1_A301.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9JYS_A1ED1_A301_ref6vaj.pdb,0.375,111.0,True,1.0,1.12,True,case,,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/self/9JYS_A1ED1_A301/poses,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/cross/poses,14.939383594439835,4.425457767795944,-3.9,-4.2,2,1.7210438428729555,1.4539490112355131,14.7,1.6732721617455808,9,4.424496725360669,9
9JYT,X-RAY DIFFRACTION,1.85,A1EDX,Idramantone,C10 H14 O2,166.217,non-polymer,C1[C@@H]2CC3(C[C@@H](C2=O)CC1C3)O,12,A,ligand,drug_like,9JYT_A1EDX_A202,A,202,12,12,2.951,False,False,1180.0,146.0,24.0,25.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9JYT/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9JYT_A1EDX_A202_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9JYT_A1EDX_A202.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9JYT_A1EDX_A202_ref6vaj.pdb,0.365,111.0,True,1.0,1.34,True,case,,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/self/9JYT_A1EDX_A202/poses,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/cross/poses,3.047146397314488,1.915179604284325,-5.7,-5.7,0,3.052436130917949,1.848945149718257,13.7,1.860658664738557,9,1.834601977723415,9
9JYV,X-RAY DIFFRACTION,1.8,A1ED2,1-methylpyridin-2-one,C6 H7 N O,109.126,non-polymer,CN1C=CC=CC1=O,8,A,ligand,fragment,9JYV_A1ED2_A202,A,202,8,0,2.943,False,False,1189.0,126.0,16.0,25.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9JYV/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9JYV_A1ED2_A202_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9JYV_A1ED2_A202.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9JYV_A1ED2_A202_ref6vaj.pdb,0.377,111.0,True,1.0,2.4,True,case,,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/self/9JYV_A1ED2_A202/poses,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/cross/poses,2.5227533569495058,3.1377074433413976,-4.0,-4.5,0,2.5290073151337458,2.5290073151337458,13.1,2.5227533569495058,9,2.535358998248572,9
9JZ2,X-RAY DIFFRACTION,1.55,A1ED3,N-(5-azanyl-2-methyl-phenyl)ethanamide,C9 H12 N2 O,164.204,non-polymer,Cc1ccc(cc1NC(=O)C)N,12,A,ligand,drug_like,9JZ2_A1ED3_A301,A,301,12,0,2.789,False,False,1189.0,188.0,48.0,25.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9JZ2/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9JZ2_A1ED3_A301_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9JZ2_A1ED3_A301.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9JZ2_A1ED3_A301_ref6vaj.pdb,0.381,111.0,True,1.0,8.2,True,case,,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/self/9JZ2_A1ED3_A301/poses,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/cross/poses,11.72886014282718,9.929876723806796,-4.7,-5.3,1,8.300285984028903,4.519935434642106,14.8,8.951446815087118,9,9.802318084684527,9
9JZ3,X-RAY DIFFRACTION,1.98,A1ED4,3H-benzimidazol-5-ylmethanol,C8 H8 N2 O,148.162,non-polymer,c1cc2c(cc1CO)[nH]cn2,11,A,ligand,fragment,9JZ3_A1ED4_A301,A,301,11,0,2.606,False,False,1189.0,94.0,11.0,25.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9JZ3/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9JZ3_A1ED4_A301_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9JZ3_A1ED4_A301.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9JZ3_A1ED4_A301_ref6vaj.pdb,0.349,111.0,True,1.0,1.5,True,case,,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/self/9JZ3_A1ED4_A301/poses,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/cross/poses,2.122292456926536,2.080586739796777,-4.6,-5.2,1,2.178068472919819,2.178068472919819,14.1,2.122292456926536,9,2.0805867397967774,9
9JZ4,X-RAY DIFFRACTION,1.82,A1ED5,"1,3-dihydro-2-benzofuran-5-amine",C8 H9 N O,135.163,non-polymer,c1cc2c(cc1N)COC2,10,A,ligand,fragment,9JZ4_A1ED5_A301,A,301,10,0,3.12,False,False,1188.0,121.0,10.0,24.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9JZ4/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9JZ4_A1ED5_A301_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9JZ4_A1ED5_A301.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9JZ4_A1ED5_A301_ref6vaj.pdb,0.378,111.0,True,1.0,1.85,True,case,,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/self/9JZ4_A1ED5_A301/poses,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/cross/poses,13.508059061167891,13.419104672071086,-4.3,-4.5,0,0.3721385494678015,0.3721385494678015,13.8,0.3685428061975972,9,2.102811903143027,9
9JZ6,X-RAY DIFFRACTION,1.65,A1ED7,"1,3,4-thiadiazol-2-amine",C2 H3 N3 S,101.13,non-polymer,c1nnc(s1)N,6,A,ligand,fragment,9JZ6_A1ED7_A301,A,301,6,0,2.886,False,False,1189.0,111.0,6.0,25.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9JZ6/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9JZ6_A1ED7_A301_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9JZ6_A1ED7_A301.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9JZ6_A1ED7_A301_ref6vaj.pdb,0.345,111.0,True,1.0,2.7,True,case,,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/self/9JZ6_A1ED7_A301/poses,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/cross/poses,12.318686740070955,1.6518462398177391,-3.3,-3.7,0,8.16285774101203,1.196086814017557,12.6,10.801986931424548,9,1.6518462398177391,9
9JZG,X-RAY DIFFRACTION,1.76,A1ED8,2-(4-hydroxyphenyl)ethanamide,C8 H9 N O2,151.163,non-polymer,c1cc(ccc1CC(=O)N)O,11,A,ligand,drug_like,9JZG_A1ED8_A301,A,301,11,0,2.493,False,False,1189.0,144.0,11.0,25.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9JZG/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9JZG_A1ED8_A301_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9JZG_A1ED8_A301.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9JZG_A1ED8_A301_ref6vaj.pdb,0.349,111.0,True,1.0,1.36,True,case,,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/self/9JZG_A1ED8_A301/poses,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/cross/poses,15.492042197675085,14.186860015201006,-4.9,-4.6,2,3.545278768369921,3.5355038216253254,14.4,3.5532358747792383,9,1.8351606072890334,9
9JZS,X-RAY DIFFRACTION,1.91,A1AT6,"(2S)-2,3-dihydro-1H-indole-2-carboxylic acid",C9 H9 N O2,163.173,L-peptide linking,c1ccc2c(c1)C[C@H](N2)C(=O)O,12,A,ligand,drug_like,9JZS_A1AT6_A301,A,301,12,0,2.528,False,False,1189.0,108.0,12.0,25.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9JZS/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9JZS_A1AT6_A301_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9JZS_A1AT6_A301.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9JZS_A1AT6_A301_ref6vaj.pdb,0.375,111.0,True,1.0,1.84,True,case,,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/self/9JZS_A1AT6_A301/poses,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/cross/poses,14.226852878740727,3.7598328420290175,-5.2,-5.5,1,4.050990105311705,2.057997165530928,14.0,2.004384028407064,9,2.1227063503932904,9
9JZU,X-RAY DIFFRACTION,1.68,A1ED9,1-(1H-pyrrol-3-yl)ethanone,C6 H7 N O,109.126,non-polymer,CC(=O)c1cc[nH]c1,8,A,ligand,fragment,9JZU_A1ED9_A301,A,301,8,0,3.0,False,False,1189.0,133.0,24.0,25.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9JZU/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9JZU_A1ED9_A301_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9JZU_A1ED9_A301.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9JZU_A1ED9_A301_ref6vaj.pdb,0.362,111.0,True,1.0,1.93,True,case,,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/self/9JZU_A1ED9_A301/poses,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/cross/poses,15.795437786747158,12.895985867703176,-4.1,-4.3,1,1.6040646417772568,1.2985775390788192,13.3,1.7917208906523359,9,1.6037868078394955,9
9JZV,X-RAY DIFFRACTION,1.9,A1EEA,"1,3-dimethylimidazolidin-2-one",C5 H10 N2 O,114.146,non-polymer,CN1CCN(C1=O)C,8,A,ligand,fragment,9JZV_A1EEA_A202,A,202,8,0,3.08,False,False,1189.0,96.0,8.0,25.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9JZV/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9JZV_A1EEA_A202_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9JZV_A1EEA_A202.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9JZV_A1EEA_A202_ref6vaj.pdb,0.499,111.0,True,1.0,2.65,True,case,,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/self/9JZV_A1EEA_A202/poses,/data/lab_vm/append_only/inhibition/05_redock_benchmark/dock_1/cross/poses,16.06581017642746,3.0079952626292483,-3.4,-3.9,0,3.239770940977156,2.6355806049142183,13.4,2.6430432270396187,9,2.3359447499887485,9
