pdb_id,method,resolution_a,comp_id,comp_name,formula,formula_weight,comp_type,smiles,heavy_atoms,auth_asym_ids,classification,tier,case_id,lig_chain,lig_resseq,n_ligand_atoms_modelled,n_altloc_atoms_skipped,min_dist_to_protein_a,link_record,is_covalent,receptor_atoms_kept,solvent_atoms_removed,ligand_atoms_removed,other_het_retained,receptor_pdbqt,ref_pdb,box_json,host_chain,ref_6vaj_pdb,ca_fit_rmsd_a,n_fit_residues,cross_dock_ready,ref_frac_atoms_in_prod_box,ref_centroid_dist_to_prod_centre_a,ref_in_prod_box,status,drop_reason
7AXN,X-RAY DIFFRACTION,1.4,S6B,3-chloranyl-4-imidazol-1-yl-benzaldehyde,C10 H9 Cl N2 O,208.644,non-polymer,c1cc(c(cc1CO)Cl)n2ccnc2,14,A,ligand,drug_like,7AXN_S6B_A301,A,301,13,0,1.418,True,True,,,,,,,,,,,,,,,,excluded_covalent,covalent_at_1.42A_leaving_group_absent_13_of_14_link_record
7AYF,X-RAY DIFFRACTION,1.752,S9E,6-(2-bromanylimidazol-1-yl)pyridine-3-carbaldehyde,C9 H6 Br N3 O,252.067,non-polymer,c1cc(ncc1C=O)n2ccnc2Br,14,A,ligand,drug_like,7AYF_S9E_A301,A,301,13,0,1.428,True,True,,,,,,,,,,,,,,,,excluded_covalent,covalent_at_1.43A_leaving_group_absent_13_of_14_link_record
7AZ1,X-RAY DIFFRACTION,1.15,SGH,1-[4-methyl-3-(trifluoromethyl)phenyl]-2-phenyl-imidazole,C17 H13 F3 N2,302.294,non-polymer,Cc1ccc(cc1C(F)(F)F)n2ccnc2c3ccccc3,22,A,ligand,drug_like,7AZ1_SGH_A301,A,301,22,0,1.426,True,True,,,,,,,,,,,,,,,,excluded_covalent,covalent_at_1.43A_link_record
7AZ2,X-RAY DIFFRACTION,1.081,SFW,1-[4-methyl-2-(trifluoromethyl)phenyl]-2-phenyl-imidazole,C17 H13 F3 N2,302.294,non-polymer,Cc1ccc(c(c1)C(F)(F)F)n2ccnc2c3ccccc3,22,A,ligand,drug_like,7AZ2_SFW_A301,A,301,22,0,1.429,True,True,,,,,,,,,,,,,,,,excluded_covalent,covalent_at_1.43A_link_record
7BDP,X-RAY DIFFRACTION,1.75,TJB,2-chloranyl-4-(2-phenylimidazol-1-yl)benzaldehyde,C16 H11 Cl N2 O,282.724,non-polymer,c1ccc(cc1)c2nccn2c3ccc(c(c3)Cl)C=O,20,A,ligand,drug_like,7BDP_TJB_A301,A,301,19,0,1.426,True,True,,,,,,,,,,,,,,,,excluded_covalent,covalent_at_1.43A_leaving_group_absent_19_of_20_link_record
7BDT,X-RAY DIFFRACTION,1.75,TJ8,2-bromanyl-4-(2-phenylimidazol-1-yl)benzaldehyde,C16 H11 Br N2 O,327.175,non-polymer,c1ccc(cc1)c2nccn2c3ccc(c(c3)Br)C=O,20,A,ligand,drug_like,7BDT_TJ8_A301,A,301,19,0,1.426,True,True,,,,,,,,,,,,,,,,excluded_covalent,covalent_at_1.43A_leaving_group_absent_19_of_20_link_record
7BDY,X-RAY DIFFRACTION,1.801,TJK,2-bromanyl-4-[2-(5-bromanyl-2-fluoranyl-phenyl)imidazol-1-yl]benzaldehyde,C16 H9 Br2 F N2 O,424.062,non-polymer,c1cc(c(cc1n2ccnc2c3cc(ccc3F)Br)Br)C=O,22,A,ligand,drug_like,7BDY_TJK_A301,A,301,21,0,1.498,True,True,,,,,,,,,,,,,,,,excluded_covalent,covalent_at_1.50A_leaving_group_absent_21_of_22_link_record
7BFW,X-RAY DIFFRACTION,1.8,TKH,"[4-[2-[2,4-bis(fluoranyl)phenyl]imidazol-1-yl]-2-bromanyl-phenyl]methanol",C16 H9 Br F2 N2 O,363.156,non-polymer,c1cc(c(cc1n2ccnc2c3ccc(cc3F)F)Br)C=O,22,A,ligand,drug_like,7BFW_TKH_A301,A,301,21,0,1.429,True,True,,,,,,,,,,,,,,,,excluded_covalent,covalent_at_1.43A_leaving_group_absent_21_of_22_link_record
7BG3,X-RAY DIFFRACTION,1.4,TKK,1-(3-bromanyl-4-methyl-phenyl)-2-(2-bromophenyl)imidazole,C16 H10 Br2 N2 O,406.071,non-polymer,c1ccc(c(c1)c2nccn2c3ccc(c(c3)Br)C=O)Br,21,A,ligand,drug_like,7BG3_TKK_A301,A,301,20,0,1.427,True,True,,,,,,,,,,,,,,,,excluded_covalent,covalent_at_1.43A_leaving_group_absent_20_of_21_link_record
7BGQ,X-RAY DIFFRACTION,1.75,TL8,2-methoxy-4-(2-phenylimidazol-1-yl)benzaldehyde,C17 H14 N2 O2,278.305,non-polymer,COc1cc(ccc1C=O)n2ccnc2c3ccccc3,21,A,ligand,drug_like,7BGQ_TL8_A301,A,301,20,0,1.429,True,True,,,,,,,,,,,,,,,,excluded_covalent,covalent_at_1.43A_leaving_group_absent_20_of_21_link_record
7BGR,X-RAY DIFFRACTION,1.8,TQK,2-methyl-4-(2-phenylimidazol-1-yl)benzaldehyde,C17 H14 N2 O,262.306,non-polymer,Cc1cc(ccc1C=O)n2ccnc2c3ccccc3,20,A,ligand,drug_like,7BGR_TQK_A301,A,301,19,0,1.428,True,True,,,,,,,,,,,,,,,,excluded_covalent,covalent_at_1.43A_leaving_group_absent_19_of_20_link_record
7BGV,X-RAY DIFFRACTION,1.683,TLK,3-methoxy-4-(2-phenylimidazol-1-yl)benzaldehyde,C17 H14 N2 O2,278.305,non-polymer,COc1cc(ccc1n2ccnc2c3ccccc3)C=O,21,A,ligand,drug_like,7BGV_TLK_A301,A,301,20,0,1.429,True,True,,,,,,,,,,,,,,,,excluded_covalent,covalent_at_1.43A_leaving_group_absent_20_of_21_link_record
7BGW,X-RAY DIFFRACTION,1.9,TLQ,4-(2-phenylimidazol-1-yl)naphthalene-1-carbaldehyde,C20 H14 N2 O,298.338,non-polymer,c1ccc(cc1)c2nccn2c3ccc(c4c3cccc4)C=O,23,A,ligand,drug_like,7BGW_TLQ_A301,A,301,22,0,1.429,True,True,,,,,,,,,,,,,,,,excluded_covalent,covalent_at_1.43A_leaving_group_absent_22_of_23_link_record
7EFJ,X-RAY DIFFRACTION,1.992,J2C,"8-(2-chloroacetyl)-4-(furan-2-ylmethyl)-1-thia-4,8-diazaspiro[4.5]decan-3-one",C14 H17 Cl N2 O3 S,328.814,non-polymer,c1cc(oc1)CN2C(=O)CSC23CCN(CC3)C(=O)CCl,21,A,ligand,drug_like,7EFJ_J2C_A201,A,201,20,0,1.839,True,True,,,,,,,,,,,,,,,,excluded_covalent,covalent_at_1.84A_leaving_group_absent_20_of_21_link_record
7EFX,X-RAY DIFFRACTION,2.41,J3X,"4-((5-bromofuran-2-yl)methyl)-8-(2-chloroacetyl)-1-thia-4,8-diazaspiro[4.5]decan-3-one",C14 H16 Br Cl N2 O3 S,407.71,non-polymer,c1cc(oc1CN2C(=O)CSC23CCN(CC3)C(=O)CCl)Br,22,A,ligand,drug_like,7EFX_J3X_A201,A,201,21,0,1.628,True,True,,,,,,,,,,,,,,,,excluded_covalent,covalent_at_1.63A_leaving_group_absent_21_of_22_link_record
7EKV,X-RAY DIFFRACTION,1.95,J50,"8-(2-chloroacetyl)-4-((5-phenylfuran-2-yl)methyl)-1-thia-4,8-diazaspiro[4.5]decan-3-one",C20 H21 Cl N2 O3 S,404.91,non-polymer,c1ccc(cc1)c2ccc(o2)CN3C(=O)CSC34CCN(CC4)C(=O)CCl,27,A,ligand,drug_like,7EKV_J50_A201,A,201,26,0,1.698,True,True,,,,,,,,,,,,,,,,excluded_covalent,covalent_at_1.70A_leaving_group_absent_26_of_27_link_record
7F0M,X-RAY DIFFRACTION,1.9,0BF,"8-(2-chloranylethanoyl)-4-[(5-naphthalen-1-ylfuran-2-yl)methyl]-1-thia-4,8-diazaspiro[4.5]decan-3-one",C24 H23 Cl N2 O3 S,454.969,non-polymer,c1ccc2c(c1)cccc2c3ccc(o3)CN4C(=O)CSC45CCN(CC5)C(=O)CCl,31,"A,B,C,D",ligand,drug_like,7F0M_0BF_A201,A,201,30,0,1.811,True,True,,,,,,,,,,,,,,,,excluded_covalent,covalent_at_1.81A_leaving_group_absent_30_of_31_link_record
7NIF,X-RAY DIFFRACTION,1.71,P5N,1-(4-methylphenyl)imidazole,C10 H8 N2 O,172.183,non-polymer,c1cc(ccc1C=O)n2ccnc2,13,A,ligand,drug_like,7NIF_P5N_A301,A,301,12,0,1.43,True,True,,,,,,,,,,,,,,,,excluded_covalent,covalent_at_1.43A_leaving_group_absent_12_of_13_link_record
7NIG,X-RAY DIFFRACTION,1.9,UFH,2-bromanyl-4-imidazol-1-yl-benzaldehyde,C10 H7 Br N2 O,251.079,non-polymer,c1cc(c(cc1n2ccnc2)Br)C=O,14,A,ligand,drug_like,7NIG_UFH_A301,A,301,13,0,1.429,True,True,,,,,,,,,,,,,,,,excluded_covalent,covalent_at_1.43A_leaving_group_absent_13_of_14_link_record
7NJ6,X-RAY DIFFRACTION,1.59,UG5,4-[4-(trifluoromethyl)imidazol-1-yl]benzaldehyde,C11 H7 F3 N2 O,240.181,non-polymer,c1cc(ccc1C=O)n2cc(nc2)C(F)(F)F,17,A,ligand,drug_like,7NJ6_UG5_A301,A,301,16,0,1.43,True,True,,,,,,,,,,,,,,,,excluded_covalent,covalent_at_1.43A_leaving_group_absent_16_of_17_link_record
7NJ8,X-RAY DIFFRACTION,1.8,JFS,[4-(1H-benzimidazol-1-yl)phenyl]methanol,C14 H12 N2 O,224.258,non-polymer,c1ccc2c(c1)ncn2c3ccc(cc3)CO,17,A,ligand,drug_like,7NJ8_JFS_A301,A,301,16,0,1.424,True,True,,,,,,,,,,,,,,,,excluded_covalent,covalent_at_1.42A_leaving_group_absent_16_of_17_link_record
7NJA,X-RAY DIFFRACTION,1.75,UG2,[4-(2-phenylimidazol-1-yl)phenyl]methanol,C16 H14 N2 O,250.295,non-polymer,c1ccc(cc1)c2nccn2c3ccc(cc3)CO,19,A,ligand,drug_like,7NJA_UG2_A301,A,301,18,0,1.428,True,True,,,,,,,,,,,,,,,,excluded_covalent,covalent_at_1.43A_leaving_group_absent_18_of_19_link_record
7NRK,X-RAY DIFFRACTION,1.75,UPQ,4-(4-methylimidazol-1-yl)benzaldehyde,C11 H10 N2 O,186.21,non-polymer,Cc1cn(cn1)c2ccc(cc2)C=O,14,A,ligand,drug_like,7NRK_UPQ_A301,A,301,13,0,1.429,True,True,,,,,,,,,,,,,,,,excluded_covalent,covalent_at_1.43A_leaving_group_absent_13_of_14_link_record
7NRL,X-RAY DIFFRACTION,1.8,UPK,2-(hydroxymethyl)-5-(2-phenylimidazol-1-yl)phenol,C16 H12 N2 O2,264.279,non-polymer,c1ccc(cc1)c2nccn2c3ccc(c(c3)O)C=O,20,A,ligand,drug_like,7NRL_UPK_A301,A,301,19,0,1.426,True,True,,,,,,,,,,,,,,,,excluded_covalent,covalent_at_1.43A_leaving_group_absent_19_of_20_link_record
7OQ9,X-RAY DIFFRACTION,1.8,0AW,"~{N}-[(5-carbamimidoyl-3-phenyl-thiophen-2-yl)methyl]-2,3-dihydro-1-benzofuran-5-carboxamide",C21 H19 N3 O2 S,377.459,non-polymer,[H]/N=C(/c1cc(c(s1)CNC(=O)c2ccc3c(c2)CCO3)c4ccccc4)\N,27,A,ligand,drug_like,7OQ9_0AW_A301,A,301,27,0,3.232,False,False,1837.0,327.0,138.0,17.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/7OQ9/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/7OQ9_0AW_A301_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/7OQ9_0AW_A301.json,A,,,,,,,,drop,not_pin1_ppiase_domain: only 4 matched PPIase CA residues (need 40)
7OQA,X-RAY DIFFRACTION,1.8,09W,"~{N}-[(5-carbamimidoyl-3-phenyl-thiophen-2-yl)methyl]-2,3-dihydro-1-benzofuran-7-carboxamide",C21 H19 N3 O2 S,377.459,non-polymer,[H]/N=C(/c1cc(c(s1)CNC(=O)c2cccc3c2OCC3)c4ccccc4)\N,27,A,ligand,drug_like,7OQA_09W_A301,A,301,27,0,3.201,False,False,1818.0,331.0,92.0,17.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/7OQA/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/7OQA_09W_A301_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/7OQA_09W_A301.json,A,,,,,,,,drop,not_pin1_ppiase_domain: only 4 matched PPIase CA residues (need 40)
8C2G,X-RAY DIFFRACTION,1.6,T85,2-iodanyl-4-(2-phenylimidazol-1-yl)benzaldehyde,C16 H11 I N2 O,374.176,non-polymer,c1ccc(cc1)c2nccn2c3ccc(c(c3)I)C=O,20,A,ligand,drug_like,8C2G_T85_A301,A,301,19,0,1.381,True,True,,,,,,,,,,,,,,,,excluded_covalent,covalent_at_1.38A_leaving_group_absent_19_of_20_link_record
8C3C,X-RAY DIFFRACTION,1.6,FSC,FUSICOCCIN,C36 H56 O12,680.823,non-polymer,C[C@@H]1[C@@H]\2CC[C@@H](/C2=C/[C@]3([C@H](CC(=C3[C@H]([C@@H]1O)O[C@@H]4[C@@H]([C@H]([C@@H]([C@H](O4)COC(C)(C)C=C)O)OC(=O)C)O)[C@H](C)COC(=O)C)O)C)COC,48,A,ligand,drug_like,8C3C_FSC_A301,A,301,48,0,2.673,False,False,1839.0,214.0,48.0,25.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/8C3C/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/8C3C_FSC_A301_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/8C3C_FSC_A301.json,A,,,,,,,,drop,not_pin1_ppiase_domain: only 5 matched PPIase CA residues (need 40)
8VJG,X-RAY DIFFRACTION,1.58,A1ACH,"Nalpha-{(2S)-1-[(3S)-2-acetyl-2,3,4,9-tetrahydro-1H-pyrido[3,4-b]indole-3-carbonyl]piperidine-2-carbonyl}-5-fluoro-L-tryptophanamide",C31 H33 F N6 O4,572.63,non-polymer,CC(=O)N1Cc2c(c3ccccc3[nH]2)C[C@H]1C(=O)N4CCCC[C@H]4C(=O)N[C@@H](Cc5c[nH]c6c5cc(cc6)F)C(=O)N,42,A,ligand,drug_like,8VJG_A1ACH_A201,A,201,42,0,1.757,False,True,,,,,,,,,,,,,,,,excluded_covalent,covalent_at_1.76A
8VZ3,X-RAY DIFFRACTION,1.65,A1AEL,3-(fluorosulfonyl)-5-({[(1S)-2-oxocyclopentyl]methyl}carbamoyl)benzoic acid,C14 H14 F N O6 S,343.327,non-polymer,c1c(cc(cc1C(=O)O)S(=O)(=O)F)C(=O)NC[C@@H]2CCCC2=O,23,A,ligand,drug_like,8VZ3_A1AEL_A901,A,901,22,0,1.625,False,True,,,,,,,,,,,,,,,,excluded_covalent,covalent_at_1.63A_leaving_group_absent_22_of_23
8VZ5,X-RAY DIFFRACTION,1.95,A1AEM,4-[fluoro(dihydroxy)-lambda~4~-sulfanyl]benzoic acid,C7 H5 F O4 S,204.176,non-polymer,c1cc(ccc1C(=O)O)S(=O)(=O)F,13,A,ligand,drug_like,8VZ5_A1AEM_A901,A,901,12,0,1.608,False,True,,,,,,,,,,,,,,,,excluded_covalent,covalent_at_1.61A_leaving_group_absent_12_of_13
8W11,X-RAY DIFFRACTION,2.2,A1AET,3-(fluorosulfonyl)-5-[(2-oxo-2H-1-benzopyran-3-yl)carbamoyl]benzoic acid,C17 H10 F N O7 S,391.327,non-polymer,c1ccc2c(c1)C=C(C(=O)O2)NC(=O)c3cc(cc(c3)S(=O)(=O)F)C(=O)O,27,"A,B",ligand,drug_like,8W11_A1AET_A501,A,501,26,0,1.916,False,True,,,,,,,,,,,,,,,,excluded_covalent,covalent_at_1.92A_leaving_group_absent_26_of_27
9INN,X-RAY DIFFRACTION,2.08,A1D9T,"methyl (~{E})-4-[[(3~{R})-1,1-bis(oxidanylidene)thiolan-3-yl]amino]-4-oxidanylidene-but-2-enoate",C9 H13 N O5 S,247.268,non-polymer,COC(=O)/C=C/C(=O)N[C@@H]1CCS(=O)(=O)C1,16,"A,B",ligand,drug_like,9INN_A1D9T_A201,A,201,16,0,1.82,False,True,,,,,,,,,,,,,,,,excluded_covalent,covalent_at_1.82A
9INO,X-RAY DIFFRACTION,2.13,A1D9U,"2-methylpropyl (~{E})-4-[[(3~{R})-1,1-bis(oxidanylidene)thiolan-3-yl]amino]-4-oxidanylidene-but-2-enoate",C12 H19 N O5 S,289.348,non-polymer,CC(C)COC(=O)/C=C/C(=O)N[C@@H]1CCS(=O)(=O)C1,19,"A,B",ligand,drug_like,9INO_A1D9U_A201,A,201,19,0,1.821,False,True,,,,,,,,,,,,,,,,excluded_covalent,covalent_at_1.82A
9INP,X-RAY DIFFRACTION,2.57,A1D9X,"~{N}-[(3~{R})-1,1-bis(oxidanylidene)thiolan-3-yl]-2-chloranyl-~{N}-(2,2-dimethylpropyl)-5-nitro-pyrimidin-4-amine",C13 H19 Cl N4 O4 S,362.832,non-polymer,CC(C)(C)CN(c1c(cnc(n1)Cl)[N+](=O)[O-])[C@@H]2CCS(=O)(=O)C2,23,"A,B",ligand,drug_like,9INP_A1D9X_A201,A,201,22,0,1.762,False,True,,,,,,,,,,,,,,,,excluded_covalent,covalent_at_1.76A_leaving_group_absent_22_of_23
9INQ,X-RAY DIFFRACTION,2.17,A1D9W,"~{N}-[(3~{R})-1,1-bis(oxidanylidene)thiolan-3-yl]-2-chloranyl-5-nitro-pyrimidin-4-amine",C8 H9 Cl N4 O4 S,292.699,non-polymer,c1c(c(nc(n1)Cl)N[C@@H]2CCS(=O)(=O)C2)[N+](=O)[O-],18,"A,B",ligand,drug_like,9INQ_A1D9W_A201,A,201,17,0,1.722,False,True,,,,,,,,,,,,,,,,excluded_covalent,covalent_at_1.72A_leaving_group_absent_17_of_18
9INR,X-RAY DIFFRACTION,1.93,A1D9K,"~{N}-[(2~{S})-3-[1-[4-(4-cyanophenyl)phenyl]-1,2,3-triazol-4-yl]-1-[(3-oxidanylcyclobutyl)amino]-1-oxidanylidene-propan-2-yl]-1-phenyl-cyclopropane-1-carboxamid",C32 H30 N6 O3,546.619,non-polymer,c1ccc(cc1)C2(CC2)C(=O)N[C@@H](Cc3cn(nn3)c4ccc(cc4)c5ccc(cc5)C#N)C(=O)NC6CC(C6)O,41,"A,B",ligand,drug_like,9INR_A1D9K_A201,A,201,41,0,2.833,False,False,2329.0,160.0,140.0,41.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9INR/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9INR_A1D9K_A201_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9INR_A1D9K_A201.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9INR_A1D9K_A201_ref6vaj.pdb,0.363,111.0,True,1.0,2.56,True,case,
9JF6,X-RAY DIFFRACTION,2.96,A1EBR,"methyl (~{Z})-4-[1-benzothiophen-2-ylmethyl-[(3~{S})-1,1-bis(oxidanylidene)thiolan-3-yl]amino]-4-oxidanylidene-but-2-enoate",C18 H19 N O5 S2,393.477,non-polymer,COC(=O)/C=C\C(=O)N(Cc1cc2ccccc2s1)[C@H]3CCS(=O)(=O)C3,26,A,ligand,drug_like,9JF6_A1EBR_A200,A,200,26,0,1.769,False,True,,,,,,,,,,,,,,,,excluded_covalent,covalent_at_1.77A
9JFH,X-RAY DIFFRACTION,2.56,A1EBS,"methyl (~{Z})-4-[[4,4-bis(fluoranyl)cyclohexyl]amino]-4-oxidanylidene-but-2-enoate",C11 H15 F2 N O3,247.239,non-polymer,COC(=O)/C=C\C(=O)NC1CCC(CC1)(F)F,17,"A,B",ligand,drug_like,9JFH_A1EBS_A201,A,201,17,0,1.77,False,True,,,,,,,,,,,,,,,,excluded_covalent,covalent_at_1.77A
9JJS,X-RAY DIFFRACTION,1.52,A1D9T,"methyl (~{E})-4-[[(3~{R})-1,1-bis(oxidanylidene)thiolan-3-yl]amino]-4-oxidanylidene-but-2-enoate",C9 H13 N O5 S,247.268,non-polymer,COC(=O)/C=C/C(=O)N[C@@H]1CCS(=O)(=O)C1,16,"A,B",ligand,drug_like,9JJS_A1D9T_A200,A,200,16,0,1.833,False,True,,,,,,,,,,,,,,,,excluded_covalent,covalent_at_1.83A
9JJZ,X-RAY DIFFRACTION,1.61,A1ECA,"methyl 4-[[(3~{S})-1,1-bis(oxidanylidene)thiolan-3-yl]-(2,2-dimethylpropyl)amino]-4-oxidanylidene-but-2-enoate",C14 H23 N O5 S,317.401,non-polymer,CC(C)(C)CN([C@H]1CCS(=O)(=O)C1)C(=O)C=CC(=O)OC,21,"A,B",ligand,drug_like,9JJZ_A1ECA_A200,A,200,21,0,1.834,False,True,,,,,,,,,,,,,,,,excluded_covalent,covalent_at_1.83A
9JYO,X-RAY DIFFRACTION,1.6,A1EDY,2-(4-aminophenyl)ethanoic acid,C8 H9 N O2,151.163,non-polymer,c1cc(ccc1CC(=O)O)N,11,A,ligand,drug_like,9JYO_A1EDY_A301,A,301,11,0,2.625,False,False,1189.0,174.0,11.0,25.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9JYO/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9JYO_A1EDY_A301_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9JYO_A1EDY_A301.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9JYO_A1EDY_A301_ref6vaj.pdb,0.4,111.0,True,1.0,1.38,True,case,
9JYP,X-RAY DIFFRACTION,1.6,A1EDZ,4-oxidanylidene-4-thiophen-2-yl-butanoic acid,C8 H8 O3 S,184.212,non-polymer,c1cc(sc1)C(=O)CCC(=O)O,12,A,ligand,drug_like,9JYP_A1EDZ_A301,A,301,12,0,2.589,False,False,1186.0,206.0,12.0,22.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9JYP/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9JYP_A1EDZ_A301_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9JYP_A1EDZ_A301.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9JYP_A1EDZ_A301_ref6vaj.pdb,0.384,111.0,True,1.0,2.97,True,case,
9JYR,X-RAY DIFFRACTION,1.65,A1ED0,1H-indol-4-ylmethanol,C9 H9 N O,147.174,non-polymer,c1cc(c2cc[nH]c2c1)CO,11,A,ligand,fragment,9JYR_A1ED0_A301,A,301,11,0,2.842,False,False,1189.0,145.0,22.0,25.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9JYR/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9JYR_A1ED0_A301_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9JYR_A1ED0_A301.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9JYR_A1ED0_A301_ref6vaj.pdb,0.348,111.0,True,1.0,1.45,True,case,
9JYS,X-RAY DIFFRACTION,1.75,A1ED1,"4-(aminomethyl)-N,N-dimethyl-aniline",C9 H14 N2,150.221,non-polymer,CN(C)c1ccc(cc1)CN,11,A,ligand,drug_like,9JYS_A1ED1_A301,A,301,11,0,3.137,False,False,1189.0,138.0,11.0,25.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9JYS/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9JYS_A1ED1_A301_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9JYS_A1ED1_A301.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9JYS_A1ED1_A301_ref6vaj.pdb,0.375,111.0,True,1.0,1.12,True,case,
9JYT,X-RAY DIFFRACTION,1.85,A1EDX,Idramantone,C10 H14 O2,166.217,non-polymer,C1[C@@H]2CC3(C[C@@H](C2=O)CC1C3)O,12,A,ligand,drug_like,9JYT_A1EDX_A202,A,202,12,12,2.951,False,False,1180.0,146.0,24.0,25.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9JYT/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9JYT_A1EDX_A202_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9JYT_A1EDX_A202.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9JYT_A1EDX_A202_ref6vaj.pdb,0.365,111.0,True,1.0,1.34,True,case,
9JYV,X-RAY DIFFRACTION,1.8,A1ED2,1-methylpyridin-2-one,C6 H7 N O,109.126,non-polymer,CN1C=CC=CC1=O,8,A,ligand,fragment,9JYV_A1ED2_A202,A,202,8,0,2.943,False,False,1189.0,126.0,16.0,25.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9JYV/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9JYV_A1ED2_A202_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9JYV_A1ED2_A202.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9JYV_A1ED2_A202_ref6vaj.pdb,0.377,111.0,True,1.0,2.4,True,case,
9JZ2,X-RAY DIFFRACTION,1.55,A1ED3,N-(5-azanyl-2-methyl-phenyl)ethanamide,C9 H12 N2 O,164.204,non-polymer,Cc1ccc(cc1NC(=O)C)N,12,A,ligand,drug_like,9JZ2_A1ED3_A301,A,301,12,0,2.789,False,False,1189.0,188.0,48.0,25.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9JZ2/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9JZ2_A1ED3_A301_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9JZ2_A1ED3_A301.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9JZ2_A1ED3_A301_ref6vaj.pdb,0.381,111.0,True,1.0,8.2,True,case,
9JZ3,X-RAY DIFFRACTION,1.98,A1ED4,3H-benzimidazol-5-ylmethanol,C8 H8 N2 O,148.162,non-polymer,c1cc2c(cc1CO)[nH]cn2,11,A,ligand,fragment,9JZ3_A1ED4_A301,A,301,11,0,2.606,False,False,1189.0,94.0,11.0,25.0,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/receptors/9JZ3/receptor.pdbqt,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs/9JZ3_A1ED4_A301_ref.pdb,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/boxes/9JZ3_A1ED4_A301.json,A,/data/lab_vm/append_only/inhibition/05_redock_benchmark/cases_1/refs_6vaj/9JZ3_A1ED4_A301_ref6vaj.pdb,0.349,111.0,True,1.0,1.5,True,case,
